Order ID;Month;Year;City;Segment;Category;Sub-Category;Product Name;Sales;Quantity;Profit
CA-2014-145387;Oktober;2014;DKI Jakarta;Consumer;Office Supplies;Paper;"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set"; $10,16 ;2; $4,78 
CA-2014-145387;Oktober;2014;Jawa Barat;Consumer;Furniture;Tables;"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables"; $385,69 ;1; $60,61 
CA-2014-145387;Oktober;2014;Banten;Consumer;Furniture;Furnishings;Eldon Expressions Wood Desk Accessories, Oak; $14,76 ;2; $4,28 
CA-2014-145387;Oktober;2014;Jawa Tengah;Consumer;Office Supplies;Binders;GBC Recycled VeloBinder Covers; $34,08 ;2; $15,68 
CA-2014-145387;Oktober;2014;DI Yogyakarta;Consumer;Furniture;Furnishings;Eldon Wave Desk Accessories; $17,67 ;3; $7,77 
CA-2014-145387;Oktober;2014;Jawa Timur;Consumer;Furniture;Chairs;Hon Pagoda Stacking Chairs; $1.604,90 ;5; $481,47 
CA-2014-145387;Oktober;2014;Jawa Tengah;Consumer;Office Supplies;Art;Lumber Crayons; $49,25 ;5; $18,72 
CA-2014-127964;Maret;2014;DI Yogyakarta;Home Office;Office Supplies;Binders;Cardinal HOLDit! Binder Insert Strips,Extra Strips; $25,32 ;5; $9,18 
CA-2014-127964;Maret;2014;Jawa Timur;Home Office;Office Supplies;Binders;Ibico Laser Imprintable Binding System Covers; $125,76 ;3; $40,87 
CA-2014-127964;Maret;2014;DKI Jakarta;Home Office;Technology;Phones;PowerGen Dual USB Car Charger; $9,99 ;1; $4,60 
CA-2014-146731;November;2014;Jawa Barat;Consumer;Office Supplies;Paper;"Ampad Evidence Wirebond Steno Books, 6"" x 9"""; $3,49 ;2; $1,18 
CA-2014-146500;Agustus;2014;Banten;Consumer;Office Supplies;Storage;Fellowes Bankers Box Stor/Drawer Steel Plus; $95,94 ;3; $9,59 
CA-2014-146500;Agustus;2014;Jawa Tengah;Consumer;Office Supplies;Binders;Wilson Jones Standard D-Ring Binders; $25,30 ;5; $11,89 
CA-2014-146731;November;2014;DI Yogyakarta;Consumer;Office Supplies;Paper;Xerox 1884; $143,86 ;9; $48,55 
CA-2014-148586;Maret;2014;Jawa Timur;Consumer;Furniture;Chairs;Iceberg Nesting Folding Chair, 19w x 6d x 43h; $366,79 ;7; $65,21 
CA-2014-158442;Maret;2014;Jawa Timur;Consumer;Office Supplies;Art;Newell 333; $4,45 ;2; $0,33 
CA-2014-158442;Maret;2014;DKI Jakarta;Consumer;Office Supplies;Paper;Xerox 1966; $5,18 ;1; $1,88 
CA-2014-158442;Maret;2014;Jawa Barat;Consumer;Office Supplies;Paper;Xerox 1967; $15,55 ;3; $5,44 
US-2014-158638;September;2014;Banten;Home Office;Office Supplies;Binders;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue"; $5,89 ;4; $4,12 
CA-2014-141313;Desember;2014;Jawa Tengah;Corporate;Office Supplies;Storage;Fellowes Strictly Business Drawer File, Letter/Legal Size; $704,25 ;5; $84,51 
CA-2014-149020;Januari;2014;DI Yogyakarta;Corporate;Furniture;Furnishings;"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock"; $51,94 ;1; $21,30 
CA-2014-141313;Desember;2014;Jawa Timur;Corporate;Office Supplies;Appliances;Hoover Upright Vacuum With Dirt Cup; $1.737,18 ;6; $503,78 
CA-2014-108609;Oktober;2014;DKI Jakarta;Corporate;Furniture;Tables;Hon 94000 Series Round Tables; $1.421,66 ;8; $734,53 
CA-2014-141313;Desember;2014;Jawa Barat;Corporate;Office Supplies;Paper;Xerox 1906; $141,76 ;4; $66,63 
CA-2014-149020;Januari;2014;Banten;Corporate;Office Supplies;Labels;Avery 482; $2,89 ;1; $1,36 
CA-2014-110786;Desember;2014;Jawa Tengah;Corporate;Technology;Machines;DYMO CardScan Personal V9 Business Card Scanner; $767,95 ;6; $287,98 
CA-2014-110786;Desember;2014;DI Yogyakarta;Corporate;Furniture;Furnishings;"Executive Impressions 10"" Spectator Wall Clock"; $70,56 ;6; $23,99 
CA-2014-110786;Desember;2014;Jawa Timur;Corporate;Technology;Phones;Mophie Juice Pack Helium for iPhone; $191,98 ;3; $19,20 
CA-2014-106810;Mei;2014;DKI Jakarta;Corporate;Furniture;Furnishings;Electrix Halogen Magnifier Lamp; $310,88 ;2; $23,32 
CA-2014-110786;Desember;2014;Jawa Barat;Corporate;Office Supplies;Binders;Avery Hanging File Binders; $14,35 ;3; $4,66 
CA-2014-110786;Desember;2014;Banten;Corporate;Furniture;Furnishings;Stacking Trays by OIC; $24,90 ;5; $8,22 
CA-2014-110786;Desember;2014;Jawa Tengah;Corporate;Office Supplies;Paper;Xerox 1981; $21,12 ;4; $9,50 
CA-2014-110786;Desember;2014;DI Yogyakarta;Corporate;Office Supplies;Labels;Avery 477; $274,77 ;9; $126,39 
CA-2014-109218;Juni;2014;Jawa Timur;Corporate;Office Supplies;Art;BIC Brite Liner Highlighters, Chisel Tip; $32,40 ;5; $10,37 
CA-2014-159709;Mei;2014;Jawa Tengah;Consumer;Office Supplies;Envelopes;Strathmore #10 Envelopes, Ultimate White; $158,13 ;3; $77,48 
CA-2014-102330;Desember;2014;DI Yogyakarta;Consumer;Office Supplies;Labels;Alphabetical Labels for Top Tab Filing; $88,80 ;6; $44,40 
CA-2014-131387;April;2014;Jawa Timur;Consumer;Technology;Phones;Samsung Galaxy Mega 6.3; $1.679,96 ;5; $126,00 
CA-2014-102330;Desember;2014;DKI Jakarta;Consumer;Technology;Phones;HTC One; $319,97 ;4; $36,00 
CA-2014-114181;Mei;2014;Jawa Barat;Consumer;Office Supplies;Art;DIXON Ticonderoga Erasable Checking Pencils; $22,32 ;5; $5,30 
CA-2014-103702;September;2014;Banten;Consumer;Office Supplies;Binders;Premier Elliptical Ring Binder, Black; $63,92 ;7; $46,88 
CA-2014-114181;Mei;2014;Jawa Tengah;Consumer;Furniture;Bookcases;Bestar Classic Bookcase; $349,97 ;7; $216,98 
US-2014-119137;Juli;2014;DI Yogyakarta;Consumer;Technology;Accessories;NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router; $1.023,94 ;8; $179,19 
US-2014-119137;Juli;2014;Jawa Timur;Consumer;Office Supplies;Binders;Wilson Jones Custom Binder Spines & Labels; $8,16 ;5; $5,71 
US-2014-119137;Juli;2014;Jawa Timur;Consumer;Technology;Accessories;Microsoft Natural Keyboard Elite; $479,04 ;10; $29,94 
US-2014-119137;Juli;2014;DKI Jakarta;Consumer;Office Supplies;Art;Newell 324; $9,24 ;1; $0,92 
CA-2014-146969;September;2014;Jawa Barat;Consumer;Technology;Machines;Star Micronics TSP800 TSP847IIU Receipt Printer; $686,32 ;2; $223,05 
CA-2014-113047;Oktober;2014;Banten;Consumer;Office Supplies;Fasteners;Advantus Map Pennant Flags and Round Head Tacks; $11,85 ;3; $3,79 
CA-2014-146969;September;2014;Jawa Tengah;Consumer;Furniture;Furnishings;Luxo Professional Combination Clamp-On Lamps; $204,60 ;2; $53,20 
CA-2014-124737;Agustus;2014;DI Yogyakarta;Consumer;Technology;Phones;Cisco SPA525G2 IP Phone - Wireless; $143,64 ;9; $10,77 
CA-2014-146969;September;2014;Jawa Timur;Consumer;Office Supplies;Storage;Fellowes Mobile File Cart, Black; $62,18 ;1; $16,79 
CA-2014-124737;Agustus;2014;DKI Jakarta;Consumer;Office Supplies;Supplies;Acme Titanium Bonded Scissors; $6,80 ;1; $0,51 
CA-2014-124737;Agustus;2014;Jawa Barat;Consumer;Furniture;Furnishings;Regeneration Desk Collection; $4,22 ;3; $1,27 
CA-2014-105270;November;2014;Banten;Consumer;Furniture;Chairs;Hon Olson Stacker Stools; $112,65 ;1; $11,26 
CA-2014-105270;November;2014;Jawa Tengah;Consumer;Office Supplies;Art;50 Colored Long Pencils; $30,48 ;3; $7,92 
CA-2014-146969;September;2014;DI Yogyakarta;Consumer;Office Supplies;Fasteners;Stockwell Push Pins; $8,72 ;4; $2,88 
CA-2014-124737;Agustus;2014;Jawa Timur;Consumer;Office Supplies;Paper;Xerox 1976; $15,55 ;3; $5,44 
CA-2014-124737;Agustus;2014;DKI Jakarta;Consumer;Office Supplies;Paper;Xerox 1931; $31,10 ;6; $10,89 
CA-2014-124737;Agustus;2014;Jawa Barat;Consumer;Office Supplies;Paper;Xerox 1988; $223,06 ;9; $69,71 
CA-2014-146969;September;2014;Banten;Consumer;Office Supplies;Paper;Xerox 223; $6,48 ;1; $3,11 
US-2014-103905;Juli;2014;Jawa Tengah;Home Office;Office Supplies;Binders;Acco D-Ring Binder w/DublLock; $29,93 ;7; $46,39 
CA-2014-155852;Maret;2014;DI Yogyakarta;Consumer;Office Supplies;Art;Zebra Zazzle Fluorescent Highlighters; $19,46 ;4; $3,40 
CA-2014-131800;Desember;2014;Jawa Timur;Consumer;Office Supplies;Binders;Cardinal HOLDit! Binder Insert Strips,Extra Strips; $35,45 ;7; $12,85 
CA-2014-131800;Desember;2014;Jawa Tengah;Consumer;Office Supplies;Appliances;Kensington 6 Outlet SmartSocket Surge Protector; $122,94 ;3; $30,74 
CA-2014-113362;September;2014;DI Yogyakarta;Consumer;Office Supplies;Storage;Fellowes Officeware Wire Shelving; $449,15 ;5; $8,98 
CA-2014-113362;September;2014;Jawa Timur;Consumer;Office Supplies;Envelopes;Colored Envelopes; $11,07 ;3; $5,09 
CA-2014-117345;Agustus;2014;DKI Jakarta;Corporate;Office Supplies;Labels;Self-Adhesive Address Labels for Typewriters by Universal; $17,54 ;3; $5,92 
CA-2014-117345;Agustus;2014;Jawa Barat;Corporate;Office Supplies;Appliances;Honeywell Quietcare HEPA Air Cleaner; $62,92 ;1; $10,22 
CA-2014-117345;Agustus;2014;Banten;Corporate;Furniture;Furnishings;9-3/4 Diameter Round Wall Clock; $44,13 ;4; $12,14 
CA-2014-117345;Agustus;2014;Jawa Tengah;Corporate;Office Supplies;Paper;Xerox 1916; $78,30 ;2; $29,36 
CA-2014-109904;Juli;2014;DI Yogyakarta;Corporate;Office Supplies;Art;Newell 315; $17,94 ;3; $4,49 
CA-2014-169642;Juli;2014;Jawa Timur;Corporate;Office Supplies;Storage;SAFCO Commercial Wire Shelving, Black; $276,28 ;2; $-   
CA-2014-141355;September;2014;Jawa Timur;Home Office;Office Supplies;Art;Dixon Ticonderoga Core-Lock Colored Pencils; $14,58 ;2; $2,37 
CA-2014-165568;Februari;2014;DKI Jakarta;Corporate;Office Supplies;Binders;Pressboard Data Binders by Wilson Jones; $21,36 ;5; $7,21 
US-2014-114377;November;2014;Jawa Barat;Consumer;Furniture;Chairs;Global Stack Chair with Arms, Black; $149,90 ;5; $40,47 
CA-2014-155390;Desember;2014;Banten;Consumer;Office Supplies;Paper;Xerox 1909; $42,21 ;2; $13,72 
US-2014-154655;Oktober;2014;Jawa Tengah;Corporate;Office Supplies;Supplies;"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L"; $22,24 ;2; $2,50 
CA-2014-100391;Mei;2014;DI Yogyakarta;Consumer;Office Supplies;Paper;Strathmore Photo Frame Cards; $14,62 ;2; $6,73 
CA-2014-163013;November;2014;Jawa Timur;Consumer;Office Supplies;Art;Newell 331; $14,67 ;3; $3,96 
CA-2014-137911;Oktober;2014;DKI Jakarta;Corporate;Office Supplies;Paper;Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box; $88,77 ;2; $31,07 
US-2014-134971;Juni;2014;Jawa Barat;Corporate;Office Supplies;Binders;Wilson Jones Century Plastic Molded Ring Binders; $12,46 ;3; $20,56 
CA-2014-162992;Desember;2014;Banten;Corporate;Technology;Phones;Wi-Ex zBoost YX540 Cellular Phone Signal Booster; $583,80 ;5; $72,97 
CA-2014-146990;November;2014;Jawa Tengah;Corporate;Office Supplies;Paper;Riverleaf Stik-Withit Designer Note Cubes; $30,18 ;3; $13,88 
CA-2014-162992;Desember;2014;DI Yogyakarta;Corporate;Office Supplies;Fasteners;Advantus T-Pin Paper Clips; $22,55 ;5; $8,79 
CA-2014-146990;November;2014;Jawa Timur;Corporate;Office Supplies;Fasteners;Binder Clips by OIC; $5,92 ;4; $2,84 
CA-2014-162992;Desember;2014;DKI Jakarta;Corporate;Technology;Phones;Clarity 53712; $211,17 ;4; $15,84 
CA-2014-162992;Desember;2014;Jawa Barat;Corporate;Office Supplies;Labels;Avery 516; $14,62 ;2; $6,87 
CA-2014-113859;September;2014;Banten;Home Office;Furniture;Chairs;Padded Folding Chairs, Black, 4/Carton; $340,12 ;6; $9,72 
CA-2014-147543;Juli;2014;Jawa Tengah;Home Office;Furniture;Chairs;Global Comet Stacking Armless Chair; $478,48 ;2; $47,85 
CA-2014-139892;September;2014;DI Yogyakarta;Consumer;Office Supplies;Storage;Space Solutions HD Industrial Steel Shelving.; $275,93 ;3; $58,63 
CA-2014-139892;September;2014;Jawa Timur;Consumer;Technology;Phones;JBL Micro Wireless Portable Bluetooth Speaker; $143,98 ;3; $9,00 
CA-2014-139892;September;2014;Jawa Tengah;Consumer;Office Supplies;Appliances;Kensington 7 Outlet MasterPiece Power Center; $177,98 ;5; $453,85 
CA-2014-139892;September;2014;DI Yogyakarta;Consumer;Technology;Machines;Lexmark MX611dhe Monochrome Laser Printer; $8.159,95 ;8; $1.359,99 
CA-2014-139892;September;2014;Jawa Timur;Consumer;Office Supplies;Art;Sanford Liquid Accent Highlighters; $32,06 ;6; $6,81 
CA-2014-139892;September;2014;DKI Jakarta;Consumer;Office Supplies;Art;BIC Brite Liner Highlighters; $9,94 ;3; $2,73 
CA-2014-139892;September;2014;Jawa Barat;Consumer;Furniture;Chairs;SAFCO Arco Folding Chair; $1.740,06 ;9; $24,86 
US-2014-138247;Desember;2014;Banten;Home Office;Technology;Phones;Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black; $173,66 ;7; $17,37 
US-2014-138247;Desember;2014;Jawa Tengah;Home Office;Furniture;Furnishings;Westinghouse Floor Lamp with Metal Mesh Shade, Black; $23,99 ;1; $5,52 
US-2014-138247;Desember;2014;DI Yogyakarta;Home Office;Technology;Accessories;Sony 32GB Class 10 Micro SDHC R40 Memory Card; $62,85 ;3; $13,20 
US-2014-138247;Desember;2014;Jawa Timur;Home Office;Technology;Phones;Cisco Unified IP Phone 7945G VoIP phone; $818,38 ;3; $51,15 
US-2014-138247;Desember;2014;Jawa Timur;Home Office;Office Supplies;Appliances;Avanti 4.4 Cu. Ft. Refrigerator; $361,96 ;2; $101,35 
